Unnamed: 0,ID,emotion,text,tokens
2761,2761,sadness,getting separated from my family for a week caused me a sense of sadness ,"['getting', 'separated', 'from', 'my', 'family', 'for', 'a', 'week', 'caused', 'me', 'a', 'sense', 'of', 'sadness', '']"
2762,2762,joy,after having at last finished my master s thesis  i felt great joy and relief   i had been haunted by the thesis during the whole of my studies ,"['after', 'having', 'at', 'last', 'finished', 'my', 'master', 's', 'thesis', '', 'i', 'felt', 'great', 'joy', 'and', 'relief', '', '', 'i', 'had', 'been', 'haunted', 'by', 'the', 'thesis', 'during', 'the', 'whole', 'of', 'my', 'studies', '']"
2763,2763,shame,when i was young  about 6 or 7  i did not make it to the toilet on time   i hid the dirty trousers in the cellar as i feared itbeing discovered by my parents ,"['when', 'i', 'was', 'young', '', 'about', '6', 'or', '7', '', 'i', 'did', 'not', 'make', 'it', 'to', 'the', 'toilet', 'on', 'time', '', '', 'i', 'hid', 'the', 'dirty', 'trousers', 'in', 'the', 'cellar', 'as', 'i', 'feared', 'itbeing', 'discovered', 'by', 'my', 'parents', '']"
2764,2764,joy,  cycling in the spring sunshine gives me such delight   happiness is to be healthy  my wonderful finance   simply being here on earth  ,"['', '', 'cycling', 'in', 'the', 'spring', 'sunshine', 'gives', 'me', 'such', 'delight', '', '', 'happiness', 'is', 'to', 'be', 'healthy', '', 'my', 'wonderful', 'finance', '', '', 'simply', 'being', 'here', 'on', 'earth', '', '']"
2765,2765,shame,no response ,"['no', 'response', '']"
2766,2766,disgust,on a camp   boys and girls in one cabin  one guy forced himself upon another girl and was having intercourse  while the girl in the bunk beneath was pretending to be asleep and not be ill ,"['on', 'a', 'camp', '', '', 'boys', 'and', 'girls', 'in', 'one', 'cabin', '', 'one', 'guy', 'forced', 'himself', 'upon', 'another', 'girl', 'and', 'was', 'having', 'intercourse', '', 'while', 'the', 'girl', 'in', 'the', 'bunk', 'beneath', 'was', 'pretending', 'to', 'be', 'asleep', 'and', 'not', 'be', 'ill', '']"
2767,2767,disgust,i felt disgust of my father when i knew he had a lover ,"['i', 'felt', 'disgust', 'of', 'my', 'father', 'when', 'i', 'knew', 'he', 'had', 'a', 'lover', '']"
2768,2768,fear,waking up from a bad dream in a dark night with noone else around ,"['waking', 'up', 'from', 'a', 'bad', 'dream', 'in', 'a', 'dark', 'night', 'with', 'noone', 'else', 'around', '']"
2769,2769,anger,a father helping his kid to fight other kids ,"['a', 'father', 'helping', 'his', 'kid', 'to', 'fight', 'other', 'kids', '']"
2770,2770,disgust,my brother gave me a beating because he could not beat me verbally ,"['my', 'brother', 'gave', 'me', 'a', 'beating', 'because', 'he', 'could', 'not', 'beat', 'me', 'verbally', '']"
2771,2771,fear,i had been watching a tv program on paranormal phenomena   at night i could not fall off to sleep as i feared that humanoids were on the move ,"['i', 'had', 'been', 'watching', 'a', 'tv', 'program', 'on', 'paranormal', 'phenomena', '', '', 'at', 'night', 'i', 'could', 'not', 'fall', 'off', 'to', 'sleep', 'as', 'i', 'feared', 'that', 'humanoids', 'were', 'on', 'the', 'move', '']"
2772,2772,shame,one day i felt dizzy during a lecture   when the lecturer asked us as to who had heard the fairy tale   i was the only one who put up his hand and this surprised the whole class ,"['one', 'day', 'i', 'felt', 'dizzy', 'during', 'a', 'lecture', '', '', 'when', 'the', 'lecturer', 'asked', 'us', 'as', 'to', 'who', 'had', 'heard', 'the', 'fairy', 'tale', '', '', 'i', 'was', 'the', 'only', 'one', 'who', 'put', 'up', 'his', 'hand', 'and', 'this', 'surprised', 'the', 'whole', 'class', '']"
2773,2773,shame,doing poorly on an exam that i thought i should do well ,"['doing', 'poorly', 'on', 'an', 'exam', 'that', 'i', 'thought', 'i', 'should', 'do', 'well', '']"
2774,2774,guilt,after an exam i was in a very bad mood as i had done it very       badly   at home  my mother took so long to ask me how things had  gone that i lost my temper   i overreacted and made my mother cry  she still prepared lunch for me and did not scold me    suddenly  i thought that it was my fault and i started crying   ,"['after', 'an', 'exam', 'i', 'was', 'in', 'a', 'very', 'bad', 'mood', 'as', 'i', 'had', 'done', 'it', 'very', '', '', '', '', '', '', 'badly', '', '', 'at', 'home', '', 'my', 'mother', 'took', 'so', 'long', 'to', 'ask', 'me', 'how', 'things', 'had', '', 'gone', 'that', 'i', 'lost', 'my', 'temper', '', '', 'i', 'overreacted', 'and', 'made', 'my', 'mother', 'cry', '', 'she', 'still', 'prepared', 'lunch', 'for', 'me', 'and', 'did', 'not', 'scold', 'me', '', '', '', 'suddenly', '', 'i', 'thought', 'that', 'it', 'was', 'my', 'fault', 'and', 'i', 'started', 'crying', '', '', '']"
2775,2775,sadness,the death of my mother in law after a long sick bed  at the moment of dying i was with her ,"['the', 'death', 'of', 'my', 'mother', 'in', 'law', 'after', 'a', 'long', 'sick', 'bed', '', 'at', 'the', 'moment', 'of', 'dying', 'i', 'was', 'with', 'her', '']"
2776,2776,anger,last semester when i dated a girl whom i ve known for almost a year  however one night she said she wanted us to be  just friends   i confided this to a friend jim i was really suffering  a month or two later he broke up with his old girlfriend and they started going out regularly  i have no girlfriend nor have i had a romantic relationship of any significance  i feel some anger but we are friends again ,"['last', 'semester', 'when', 'i', 'dated', 'a', 'girl', 'whom', 'i', 've', 'known', 'for', 'almost', 'a', 'year', '', 'however', 'one', 'night', 'she', 'said', 'she', 'wanted', 'us', 'to', 'be', '', 'just', 'friends', '', '', 'i', 'confided', 'this', 'to', 'a', 'friend', 'jim', 'i', 'was', 'really', 'suffering', '', 'a', 'month', 'or', 'two', 'later', 'he', 'broke', 'up', 'with', 'his', 'old', 'girlfriend', 'and', 'they', 'started', 'going', 'out', 'regularly', '', 'i', 'have', 'no', 'girlfriend', 'nor', 'have', 'i', 'had', 'a', 'romantic', 'relationship', 'of', 'any', 'significance', '', 'i', 'feel', 'some', 'anger', 'but', 'we', 'are', 'friends', 'again', '']"
2777,2777,shame,some times i was ashamed of presenting seminaries or even to speak in class ,"['some', 'times', 'i', 'was', 'ashamed', 'of', 'presenting', 'seminaries', 'or', 'even', 'to', 'speak', 'in', 'class', '']"
2778,2778,sadness,a child beaten up by his mother ,"['a', 'child', 'beaten', 'up', 'by', 'his', 'mother', '']"
2779,2779,shame,people impolite with me because i did not get a good report ,"['people', 'impolite', 'with', 'me', 'because', 'i', 'did', 'not', 'get', 'a', 'good', 'report', '']"
2780,2780,sadness,when my girlfriend decided to finish our relation ,"['when', 'my', 'girlfriend', 'decided', 'to', 'finish', 'our', 'relation', '']"
2781,2781,guilt,i removed an article of clothing belonging to my employer while in a position of trust ,"['i', 'removed', 'an', 'article', 'of', 'clothing', 'belonging', 'to', 'my', 'employer', 'while', 'in', 'a', 'position', 'of', 'trust', '']"
2782,2782,shame,once i had to visit a rather special person ,"['once', 'i', 'had', 'to', 'visit', 'a', 'rather', 'special', 'person', '']"
2783,2783,joy,joy of giving birth  and of sharing that joy with my husband  moments of complete happiness and feelings of so much love ,"['joy', 'of', 'giving', 'birth', '', 'and', 'of', 'sharing', 'that', 'joy', 'with', 'my', 'husband', '', 'moments', 'of', 'complete', 'happiness', 'and', 'feelings', 'of', 'so', 'much', 'love', '']"
2784,2784,anger,when our cat was killed in a car accident i was very angry at the driver of the car because he didn t take enough care ,"['when', 'our', 'cat', 'was', 'killed', 'in', 'a', 'car', 'accident', 'i', 'was', 'very', 'angry', 'at', 'the', 'driver', 'of', 'the', 'car', 'because', 'he', 'didn', 't', 'take', 'enough', 'care', '']"
2785,2785,anger,they wanted something to happen but i didn t ,"['they', 'wanted', 'something', 'to', 'happen', 'but', 'i', 'didn', 't', '']"
2786,2786,disgust,viewing the results of senseless vandalism to a local primary school ,"['viewing', 'the', 'results', 'of', 'senseless', 'vandalism', 'to', 'a', 'local', 'primary', 'school', '']"
2787,2787,shame,when i stole a packet of cigarettes from a neighbour  and the next day i owned up and returned it ,"['when', 'i', 'stole', 'a', 'packet', 'of', 'cigarettes', 'from', 'a', 'neighbour', '', 'and', 'the', 'next', 'day', 'i', 'owned', 'up', 'and', 'returned', 'it', '']"
2788,2788,anger,when i got caught in the pouring rain last thursday and did not have a raincoat on me ,"['when', 'i', 'got', 'caught', 'in', 'the', 'pouring', 'rain', 'last', 'thursday', 'and', 'did', 'not', 'have', 'a', 'raincoat', 'on', 'me', '']"
2789,2789,sadness,losing close people and animals  so far  i ve felt most when losing our dog in a traffic accident ,"['losing', 'close', 'people', 'and', 'animals', '', 'so', 'far', '', 'i', 've', 'felt', 'most', 'when', 'losing', 'our', 'dog', 'in', 'a', 'traffic', 'accident', '']"
2790,2790,guilt,my mother accused me of not visiting her enough when she was in hospital for an eye operation ,"['my', 'mother', 'accused', 'me', 'of', 'not', 'visiting', 'her', 'enough', 'when', 'she', 'was', 'in', 'hospital', 'for', 'an', 'eye', 'operation', '']"
2791,2791,guilt,not noticing my roommates quietness or a sign of discomfort ,"['not', 'noticing', 'my', 'roommates', 'quietness', 'or', 'a', 'sign', 'of', 'discomfort', '']"
2792,2792,sadness,hearing of the death of a friend who had been skiing ,"['hearing', 'of', 'the', 'death', 'of', 'a', 'friend', 'who', 'had', 'been', 'skiing', '']"
2793,2793,disgust,when we were young  a friend of mine tried to dissect a frog while  we were playing near his home ,"['when', 'we', 'were', 'young', '', 'a', 'friend', 'of', 'mine', 'tried', 'to', 'dissect', 'a', 'frog', 'while', '', 'we', 'were', 'playing', 'near', 'his', 'home', '']"
2794,2794,fear,i was living with my brother and one day he went away on business and i was left alone to look after the house and the property  at night thieves came and wanted to break into the house ,"['i', 'was', 'living', 'with', 'my', 'brother', 'and', 'one', 'day', 'he', 'went', 'away', 'on', 'business', 'and', 'i', 'was', 'left', 'alone', 'to', 'look', 'after', 'the', 'house', 'and', 'the', 'property', '', 'at', 'night', 'thieves', 'came', 'and', 'wanted', 'to', 'break', 'into', 'the', 'house', '']"
2795,2795,joy,when i saw a good friend again after not having seen her for a long time ,"['when', 'i', 'saw', 'a', 'good', 'friend', 'again', 'after', 'not', 'having', 'seen', 'her', 'for', 'a', 'long', 'time', '']"
2796,2796,sadness,when i try to get closer at a person and she misinterpreted me ,"['when', 'i', 'try', 'to', 'get', 'closer', 'at', 'a', 'person', 'and', 'she', 'misinterpreted', 'me', '']"
2797,2797,fear,when i was confronted by a policeman one night around 11 o clock   i was afraid when they threatened to take me and my girl to the gallows ,"['when', 'i', 'was', 'confronted', 'by', 'a', 'policeman', 'one', 'night', 'around', '11', 'o', 'clock', '', '', 'i', 'was', 'afraid', 'when', 'they', 'threatened', 'to', 'take', 'me', 'and', 'my', 'girl', 'to', 'the', 'gallows', '']"
2798,2798,anger,at the hairdresser s  i got two stains of dyestuff on my new trousers  these stains are not removable  so i cannot put on the trousers again ,"['at', 'the', 'hairdresser', 's', '', 'i', 'got', 'two', 'stains', 'of', 'dyestuff', 'on', 'my', 'new', 'trousers', '', 'these', 'stains', 'are', 'not', 'removable', '', 'so', 'i', 'cannot', 'put', 'on', 'the', 'trousers', 'again', '']"
2799,2799,shame,i had a feeling of shame when i found myself unable to answer some questions from my tutor simply because of a lack of preparation ,"['i', 'had', 'a', 'feeling', 'of', 'shame', 'when', 'i', 'found', 'myself', 'unable', 'to', 'answer', 'some', 'questions', 'from', 'my', 'tutor', 'simply', 'because', 'of', 'a', 'lack', 'of', 'preparation', '']"
2800,2800,fear,almost had a bicycle accident ,"['almost', 'had', 'a', 'bicycle', 'accident', '']"
2801,2801,shame,about sweden s arms exports ,"['about', 'sweden', 's', 'arms', 'exports', '']"
2802,2802,sadness,a friend of mine told me that my boyfriend had been with another girl this summer   we had been going out together for four years and we had not done so for the last three months   i could not believe it ,"['a', 'friend', 'of', 'mine', 'told', 'me', 'that', 'my', 'boyfriend', 'had', 'been', 'with', 'another', 'girl', 'this', 'summer', '', '', 'we', 'had', 'been', 'going', 'out', 'together', 'for', 'four', 'years', 'and', 'we', 'had', 'not', 'done', 'so', 'for', 'the', 'last', 'three', 'months', '', '', 'i', 'could', 'not', 'believe', 'it', '']"
2803,2803,fear,this was what i felt when my boyfriend went to bourgas to study there  i had the feeling i would lose him  anyway the distance plovdiv bourgas seemed to me so great ,"['this', 'was', 'what', 'i', 'felt', 'when', 'my', 'boyfriend', 'went', 'to', 'bourgas', 'to', 'study', 'there', '', 'i', 'had', 'the', 'feeling', 'i', 'would', 'lose', 'him', '', 'anyway', 'the', 'distance', 'plovdiv', 'bourgas', 'seemed', 'to', 'me', 'so', 'great', '']"
2804,2804,guilt,when i nearly got my fiancee pregnant ,"['when', 'i', 'nearly', 'got', 'my', 'fiancee', 'pregnant', '']"
2805,2805,fear,i felt fear when my mother was heavily ill ,"['i', 'felt', 'fear', 'when', 'my', 'mother', 'was', 'heavily', 'ill', '']"
2806,2806,disgust,i met three drunk boys  almost children  they didn t look like normal people ,"['i', 'met', 'three', 'drunk', 'boys', '', 'almost', 'children', '', 'they', 'didn', 't', 'look', 'like', 'normal', 'people', '']"
2807,2807,joy,in the army  my result at the shooting exercises got me a three day furlough ,"['in', 'the', 'army', '', 'my', 'result', 'at', 'the', 'shooting', 'exercises', 'got', 'me', 'a', 'three', 'day', 'furlough', '']"
2808,2808,shame,upon returning from a journey of about two weeks duration  i found that a collection of pornographic literature had been removed from my room i had previously thought that no one was aware of the existence of this material ,"['upon', 'returning', 'from', 'a', 'journey', 'of', 'about', 'two', 'weeks', 'duration', '', 'i', 'found', 'that', 'a', 'collection', 'of', 'pornographic', 'literature', 'had', 'been', 'removed', 'from', 'my', 'room', 'i', 'had', 'previously', 'thought', 'that', 'no', 'one', 'was', 'aware', 'of', 'the', 'existence', 'of', 'this', 'material', '']"
2809,2809,sadness,my friend not allowed to go to the english lectures ,"['my', 'friend', 'not', 'allowed', 'to', 'go', 'to', 'the', 'english', 'lectures', '']"
2810,2810,fear,when i was convinced that someonne had broken into my flat and i woke up and heard sounds that frightened me ,"['when', 'i', 'was', 'convinced', 'that', 'someonne', 'had', 'broken', 'into', 'my', 'flat', 'and', 'i', 'woke', 'up', 'and', 'heard', 'sounds', 'that', 'frightened', 'me', '']"
